two_theta,intensity
74.90000,17.46671
74.95000,20.77710
75.00000,19.94366
75.05000,22.30854
75.10000,20.72847
75.15000,15.53311
75.20000,16.52972
75.25000,18.58436
75.30000,23.47705
75.35000,21.85314
75.40000,21.06595
75.45000,19.42108
75.50000,21.82128
75.55000,16.55954
75.60000,21.74527
75.65000,18.33319
75.70000,18.93787
75.75000,19.14078
75.80000,19.47001
75.85000,18.03203
75.90000,21.06449
75.95000,20.14243
76.00000,16.82368
76.05000,22.68814
76.10000,15.91148
76.15000,18.23250
76.20000,20.76997
76.25000,19.63462
76.30000,18.46523
76.35000,19.04998
76.40000,17.79668
76.45000,19.90587
76.50000,19.08055
76.55000,20.11649
76.60000,21.15875
76.65000,17.98793
76.70000,18.61307
76.75000,18.21227
76.80000,21.04824
76.85000,22.26514
76.90000,22.10503
76.95000,23.29589
77.00000,20.54638
77.05000,19.02945
77.10000,20.68400
77.15000,20.31582
77.20000,16.12518
77.25000,23.07469
77.30000,18.52550
77.35000,19.45718
77.40000,20.12365
77.45000,20.96168
77.50000,22.31127
77.55000,22.83244
77.60000,22.57320
77.65000,23.05664
77.70000,20.48033
77.75000,19.02725
77.80000,19.77802
77.85000,19.91416
77.90000,21.65475
77.95000,18.05106
78.00000,20.07790
78.05000,17.67920
78.10000,18.30779
78.15000,15.69264
78.20000,16.20563
78.25000,18.51021
78.30000,19.49995
78.35000,20.75560
78.40000,21.43319
78.45000,20.04634
78.50000,20.91290
78.55000,18.53287
78.60000,20.37163
78.65000,22.31029
78.70000,22.25388
78.75000,19.21888
78.80000,19.56584
78.85000,20.67592
78.90000,18.71821
78.95000,19.36036
79.00000,18.68130
79.05000,21.44925
79.10000,20.07463
79.15000,18.55007
79.20000,23.03037
79.25000,18.70876
79.30000,15.90662
79.35000,20.48789
79.40000,18.75229
79.45000,21.52437
79.50000,22.38735
79.55000,22.52216
79.60000,18.08389
79.65000,21.37031
79.70000,17.12596
79.75000,20.53014
79.80000,16.87445
79.85000,23.16753
79.90000,18.28308
79.95000,20.78273
80.00000,17.23006
